Name; IDay; IHour; IMinute; IDate; FDay; FHour; FMinute; FDate; Movie; Alocated Hour; Was Alocated; Alocated Room
Client656;6;19;16;9796;6;21;42;9942;Jonhy English;;nao;
Client657;4;14;40;6640;4;19;4;6904;Jonhy English;6705;sim;Room2
Client658;0;15;19;919;0;20;4;1204;Jonhy English;989;sim;Room2
Client659;6;17;16;9676;6;22;20;9980;Jonhy English;9942;sim;Room3
Client660;4;17;14;6794;4;21;30;7050;Jonhy English;6967;sim;Room3
Client661;6;17;5;9665;6;20;30;9870;Jonhy English;;nao;
Client662;3;15;44;5264;3;21;10;5590;Jonhy English;5577;sim;Room2
Client663;0;15;56;956;0;19;45;1185;Jonhy English;989;sim;Room2
Client664;0;17;33;1053;0;21;21;1281;Jonhy English;1204;sim;Room3
Client665;5;17;45;8265;5;22;4;8524;Jonhy English;8483;sim;Room2
Client666;4;14;44;6644;4;19;40;6940;Jonhy English;6705;sim;Room2
Client667;0;16;38;998;0;20;39;1239;Jonhy English;1204;sim;Room3
Client668;1;16;17;2417;1;20;12;2652;Jonhy English;2472;sim;Room2
Client669;2;16;44;3884;2;21;35;4175;Jonhy English;4109;sim;Room3
Client670;5;13;18;7998;5;19;22;8362;Jonhy English;8147;sim;Room1
Client671;5;16;33;8193;5;20;25;8425;Jonhy English;;nao;
Client672;6;16;35;9635;6;20;19;9859;Jonhy English;;nao;
Client673;1;16;34;2434;1;20;52;2692;Jonhy English;2472;sim;Room2
Client674;6;15;41;9581;6;20;5;9845;Jonhy English;;nao;
Client675;4;15;55;6715;4;19;39;6939;Jonhy English;;nao;
Client676;6;15;11;9551;6;19;28;9808;Jonhy English;9567;sim;Room1
Client677;6;16;40;9640;6;21;43;9943;Jonhy English;9942;sim;Room3
Client678;2;16;55;3895;2;21;37;4177;Jonhy English;4109;sim;Room3
Client679;2;17;21;3921;2;21;55;4195;Jonhy English;4109;sim;Room3
Client680;0;16;27;987;0;20;31;1231;Jonhy English;1204;sim;Room3
Client681;3;15;29;5249;3;20;32;5552;Jonhy English;5252;sim;Room2
Client682;5;18;34;8314;5;21;15;8475;Jonhy English;;nao;
Client683;4;10;20;6380;4;21;28;7048;Jonhy English;6967;sim;Room3
Client684;6;12;1;9361;6;23;9;10029;Jonhy English;9942;sim;Room3
Client685;1;17;47;2507;1;20;51;2691;Jonhy English;;nao;
Client686;4;18;10;6850;4;21;5;7025;Jonhy English;6967;sim;Room3
Client687;0;16;44;1004;0;21;14;1274;Jonhy English;1204;sim;Room3
Client688;3;15;50;5270;3;21;29;5609;Jonhy English;5577;sim;Room2
Client689;5;16;58;8218;5;20;29;8429;Jonhy English;;nao;
Client690;5;20;58;8458;5;21;11;8471;Jonhy English;;nao;
Client691;4;18;20;6860;4;21;48;7068;Jonhy English;6967;sim;Room3
Client692;6;18;9;9729;6;21;39;9939;Jonhy English;;nao;
Client693;5;17;9;8229;5;21;8;8468;Jonhy English;;nao;
Client694;0;16;47;1007;0;21;16;1276;Jonhy English;1204;sim;Room3
Client695;0;18;42;1122;0;21;28;1288;Jonhy English;1204;sim;Room3
Client696;1;12;0;2160;1;20;46;2686;Jonhy English;2472;sim;Room2
Client697;5;16;26;8186;5;20;25;8425;Jonhy English;;nao;
Client698;4;16;37;6757;4;20;44;7004;Jonhy English;6967;sim;Room3
Client699;1;17;31;2491;1;22;41;2801;Jonhy English;2723;sim;Room1
Client700;6;16;31;9631;6;20;21;9861;Jonhy English;;nao;
Client701;4;19;16;6916;4;21;35;7055;Jonhy English;6967;sim;Room3
Client702;6;17;2;9662;6;21;4;9904;Jonhy English;;nao;
Client703;5;18;5;8285;5;21;55;8515;Jonhy English;8483;sim;Room2
Client704;5;16;23;8183;5;20;36;8436;Jonhy English;;nao;
Client705;4;18;15;6855;4;22;44;7124;Jonhy English;6967;sim;Room3
Client706;5;17;46;8266;5;21;48;8508;Jonhy English;8483;sim;Room2
Client707;5;14;43;8083;5;20;36;8436;Jonhy English;8147;sim;Room1
Client708;6;17;15;9675;6;21;3;9903;Jonhy English;;nao;
Client709;4;15;38;6698;4;19;52;6952;Jonhy English;6705;sim;Room2
Client710;1;19;35;2615;1;21;48;2748;Jonhy English;2723;sim;Room1
Client711;5;18;14;8294;5;22;58;8578;Jonhy English;8483;sim;Room2
Client712;1;15;8;2348;1;19;43;2623;Jonhy English;2472;sim;Room2
Client713;6;18;6;9726;6;20;59;9899;Jonhy English;;nao;
Client714;1;15;41;2381;1;20;27;2667;Jonhy English;2472;sim;Room2
Client715;6;21;29;9929;7;0;2;10082;Jonhy English;9942;sim;Room3
Client716;6;17;21;9681;6;22;2;9962;Jonhy English;9942;sim;Room3
Client717;2;19;11;4031;2;22;52;4252;Jonhy English;4109;sim;Room3
Client718;5;15;57;8157;5;20;4;8404;Jonhy English;;nao;
Client719;6;20;3;9843;6;22;51;10011;Jonhy English;9942;sim;Room3
Client720;4;15;4;6664;4;21;19;7039;Jonhy English;6967;sim;Room3
Client721;5;18;10;8290;5;21;44;8504;Jonhy English;8483;sim;Room2
Client722;5;17;17;8237;5;20;51;8451;Jonhy English;;nao;
Client723;1;16;46;2446;1;21;18;2718;Jonhy English;2472;sim;Room2
Client724;2;18;28;3988;2;21;8;4148;Jonhy English;4109;sim;Room3
Client725;2;18;33;3993;2;23;0;4260;Jonhy English;4109;sim;Room3
Client726;3;15;32;5252;3;20;3;5523;Jonhy English;5252;sim;Room2
Client727;6;16;40;9640;6;21;32;9932;Jonhy English;;nao;
Client728;0;14;57;897;0;21;7;1267;Jonhy English;1204;sim;Room3
Client729;2;15;29;3809;2;21;36;4176;Jonhy English;4109;sim;Room3
Client730;6;19;13;9793;6;23;20;10040;Jonhy English;9942;sim;Room3
Client731;4;15;5;6665;4;19;7;6907;Jonhy English;6705;sim;Room2
Client732;0;18;36;1116;0;22;49;1369;Jonhy English;1204;sim;Room3
Client733;0;15;26;926;0;21;43;1303;Jonhy English;1204;sim;Room3
Client734;5;20;0;8400;5;22;53;8573;Jonhy English;8483;sim;Room2
Client735;5;18;50;8330;5;22;33;8553;Jonhy English;8483;sim;Room2
Client736;2;16;59;3899;2;21;8;4148;Jonhy English;4109;sim;Room3
Client737;2;14;55;3775;2;19;28;4048;Jonhy English;3869;sim;Room1
Client738;6;17;26;9686;6;22;35;9995;Jonhy English;9942;sim;Room3
Client739;6;16;39;9639;6;21;21;9921;Jonhy English;;nao;
Client740;4;16;45;6765;4;20;23;6983;Jonhy English;6967;sim;Room3
Client741;1;15;15;2355;1;19;45;2625;Jonhy English;2472;sim;Room2
Client742;3;17;34;5374;3;22;1;5641;Jonhy English;5577;sim;Room2
Client743;6;15;44;9584;6;20;35;9875;Jonhy English;;nao;
Client744;5;17;26;8246;5;20;47;8447;Jonhy English;;nao;
Client745;1;20;32;2672;1;22;2;2762;Jonhy English;2723;sim;Room1
Client746;6;16;1;9601;6;21;48;9948;Jonhy English;9942;sim;Room3
Client747;6;15;52;9592;6;19;7;9787;Jonhy English;;nao;
Client748;5;17;11;8231;5;21;1;8461;Jonhy English;;nao;
Client749;6;18;23;9743;6;20;56;9896;Jonhy English;;nao;
Client750;4;17;30;6810;4;22;41;7121;Jonhy English;6967;sim;Room3
Client751;5;17;2;8222;5;22;24;8544;Jonhy English;8483;sim;Room2
Client752;6;6;43;9043;6;21;19;9919;Jonhy English;9567;sim;Room1
Client753;5;17;58;8278;5;21;23;8483;Jonhy English;;nao;
Client754;2;17;5;3905;2;20;48;4128;Jonhy English;4109;sim;Room3
Client755;5;15;19;8119;5;18;54;8334;Jonhy English;8147;sim;Room1
Client756;5;20;1;8401;5;21;43;8503;Jonhy English;8483;sim;Room2
Client757;2;18;36;3996;2;21;13;4153;Jonhy English;4109;sim;Room3
Client758;6;17;53;9713;6;21;9;9909;Jonhy English;;nao;
Client759;3;20;12;5532;3;21;15;5595;Jonhy English;5577;sim;Room2
Client760;2;16;46;3886;2;20;46;4126;Jonhy English;4109;sim;Room3
Client761;1;16;34;2434;1;20;16;2656;Jonhy English;2472;sim;Room2
Client762;0;20;18;1218;0;22;24;1344;Jonhy English;1218;sim;Room0
Client763;2;17;19;3919;2;20;8;4088;Jonhy English;;nao;
Client764;5;12;11;7931;5;20;22;8422;Jonhy English;8147;sim;Room1
Client765;4;18;16;6856;4;22;19;7099;Jonhy English;6967;sim;Room3
Client766;2;15;18;3798;2;19;52;4072;Jonhy English;3869;sim;Room1
Client767;6;17;25;9685;6;20;42;9882;Jonhy English;;nao;
Client768;5;19;48;8388;5;22;50;8570;Jonhy English;8483;sim;Room2
Client769;4;17;43;6823;4;20;38;6998;Jonhy English;6967;sim;Room3
Client770;0;18;13;1093;0;21;27;1287;Jonhy English;1204;sim;Room3
Client771;5;16;22;8182;5;20;38;8438;Jonhy English;;nao;
Client772;4;17;17;6797;4;20;44;7004;Jonhy English;6967;sim;Room3
Client773;4;20;12;6972;4;21;44;7064;Jonhy English;6972;sim;Room0
Client774;4;15;35;6695;4;20;7;6967;Jonhy English;6705;sim;Room2
Client775;2;17;37;3937;2;20;24;4104;Jonhy English;;nao;
Client776;4;15;45;6705;4;19;48;6948;Jonhy English;6705;sim;Room2
Client777;5;17;39;8259;5;21;18;8478;Jonhy English;;nao;
Client778;3;16;34;5314;3;18;36;5436;Jonhy English;;nao;
Client779;3;17;23;5363;3;21;18;5598;Jonhy English;5577;sim;Room2
Client780;2;16;30;3870;2;21;1;4141;Jonhy English;4109;sim;Room3
Client781;4;13;10;6550;4;19;18;6918;Jonhy English;6705;sim;Room2
Client782;6;19;37;9817;6;22;31;9991;Jonhy English;9942;sim;Room3
Client783;4;18;27;6867;4;21;41;7061;Jonhy English;6967;sim;Room3
Client784;6;17;5;9665;6;20;41;9881;Jonhy English;;nao;
Client785;4;18;24;6864;4;22;19;7099;Jonhy English;6967;sim;Room3
Client786;6;14;47;9527;6;19;14;9794;Jonhy English;9567;sim;Room1
Client787;4;16;40;6760;4;20;12;6972;Jonhy English;6967;sim;Room3
Client788;6;12;33;9393;6;20;24;9864;Jonhy English;9567;sim;Room1
Client789;6;18;3;9723;6;22;31;9991;Jonhy English;9942;sim;Room3
Client790;2;17;31;3931;2;21;29;4169;Jonhy English;4109;sim;Room3
Client791;5;15;26;8126;5;20;3;8403;Jonhy English;8147;sim;Room1
Client792;1;13;24;2244;1;17;30;2490;Jonhy English;2472;sim;Room2
Client793;4;13;23;6563;4;20;24;6984;Jonhy English;6967;sim;Room3
Client794;4;17;50;6830;4;21;34;7054;Jonhy English;6967;sim;Room3
Client795;6;16;2;9602;6;21;58;9958;Jonhy English;9942;sim;Room3
Client796;4;12;33;6513;4;18;27;6867;Jonhy English;6705;sim;Room2
Client797;2;19;26;4046;2;20;35;4115;Jonhy English;4109;sim;Room3
Client798;5;17;43;8263;5;21;31;8491;Jonhy English;8483;sim;Room2
Client799;5;17;25;8245;5;21;49;8509;Jonhy English;8483;sim;Room2
Client800;1;19;58;2638;1;22;8;2768;Jonhy English;2723;sim;Room1
Client801;5;18;25;8305;5;21;28;8488;Jonhy English;8483;sim;Room2
Client802;5;15;47;8147;5;21;21;8481;Jonhy English;8147;sim;Room1
Client803;5;16;18;8178;5;21;0;8460;Jonhy English;;nao;
Client804;6;18;12;9732;6;21;40;9940;Jonhy English;;nao;
Client805;0;17;48;1068;0;21;23;1283;Jonhy English;1204;sim;Room3
Client806;1;18;27;2547;1;20;52;2692;Jonhy English;;nao;
Client807;4;17;52;6832;4;22;25;7105;Jonhy English;6967;sim;Room3
Client808;6;17;23;9683;6;21;45;9945;Jonhy English;9942;sim;Room3
Client809;4;15;56;6716;4;20;10;6970;Jonhy English;6967;sim;Room3
Client810;0;14;36;876;0;19;41;1181;Jonhy English;989;sim;Room2
Client811;6;15;27;9567;6;20;35;9875;Jonhy English;9567;sim;Room1
Client812;5;17;32;8252;5;20;4;8404;Jonhy English;;nao;
Client813;5;16;27;8187;5;19;13;8353;Jonhy English;;nao;
Client814;3;15;50;5270;3;20;11;5531;Jonhy English;;nao;
Client815;3;16;34;5314;3;21;5;5585;Jonhy English;5577;sim;Room2
Client816;3;17;22;5362;3;21;9;5589;Jonhy English;5577;sim;Room2
Client817;3;18;55;5455;3;21;21;5601;Jonhy English;5577;sim;Room2
Client818;5;13;21;8001;5;21;20;8480;Jonhy English;8147;sim;Room1
Client819;2;14;39;3759;2;20;56;4136;Jonhy English;4109;sim;Room3
Client820;2;16;50;3890;2;21;0;4140;Jonhy English;4109;sim;Room3
Client821;1;14;54;2334;1;20;19;2659;Jonhy English;2472;sim;Room2
Client822;0;19;37;1177;0;21;54;1314;Jonhy English;1204;sim;Room3
Client823;6;17;41;9701;6;22;15;9975;Jonhy English;9942;sim;Room3
Client824;5;16;51;8211;5;20;31;8431;Jonhy English;;nao;
Client825;4;17;24;6804;4;21;36;7056;Jonhy English;6967;sim;Room3
Client826;1;17;12;2472;1;19;28;2608;Jonhy English;2472;sim;Room2
Client827;3;16;7;5287;3;19;57;5517;Jonhy English;;nao;
Client828;4;17;38;6818;4;20;47;7007;Jonhy English;6967;sim;Room3
Client829;0;18;15;1095;0;21;42;1302;Jonhy English;1204;sim;Room3
Client830;0;18;22;1102;0;23;15;1395;Jonhy English;1204;sim;Room3
Client831;6;15;52;9592;6;19;35;9815;Jonhy English;;nao;
Client832;0;17;5;1025;0;20;24;1224;Jonhy English;1204;sim;Room3
Client833;3;14;6;5166;3;19;34;5494;Jonhy English;5252;sim;Room2
Client834;3;18;15;5415;3;22;44;5684;Jonhy English;5577;sim;Room2
Client835;0;15;55;955;0;19;12;1152;Jonhy English;989;sim;Room2
Client836;0;19;17;1157;0;21;0;1260;Jonhy English;1204;sim;Room3
Client837;4;20;7;6967;4;22;14;7094;Jonhy English;6967;sim;Room3
Client838;5;17;7;8227;5;19;33;8373;Jonhy English;;nao;
Client839;4;16;40;6760;4;20;31;6991;Jonhy English;6967;sim;Room3
Client840;6;16;17;9617;6;20;38;9878;Jonhy English;;nao;
Client841;4;17;40;6820;4;21;7;7027;Jonhy English;6967;sim;Room3
Client842;0;16;23;983;0;20;38;1238;Jonhy English;1204;sim;Room3
Client843;4;15;18;6678;4;21;9;7029;Jonhy English;6967;sim;Room3
Client844;6;14;19;9499;6;19;4;9784;Jonhy English;9567;sim;Room1
Client845;1;20;53;2693;1;23;50;2870;Jonhy English;2723;sim;Room1
Client846;4;16;51;6771;4;21;22;7042;Jonhy English;6967;sim;Room3
Client847;6;16;32;9632;6;20;27;9867;Jonhy English;;nao;
Client848;5;21;41;8501;5;22;8;8528;Jonhy English;;nao;
Client849;5;16;3;8163;5;20;0;8400;Jonhy English;;nao;
Client850;4;17;50;6830;4;21;50;7070;Jonhy English;6967;sim;Room3
Client851;4;15;5;6665;4;19;35;6935;Jonhy English;6705;sim;Room2
Client852;5;19;0;8340;5;23;12;8592;Jonhy English;8483;sim;Room2
Client853;3;18;7;5407;3;21;48;5628;Jonhy English;5577;sim;Room2
Client854;4;16;52;6772;4;20;9;6969;Jonhy English;6967;sim;Room3
Client855;2;13;58;3718;2;21;56;4196;Jonhy English;4109;sim;Room3
Client856;4;18;12;6852;4;21;52;7072;Jonhy English;6967;sim;Room3
Client857;1;16;52;2452;1;20;35;2675;Jonhy English;2472;sim;Room2
Client858;6;17;56;9716;6;20;42;9882;Jonhy English;;nao;
Client859;6;17;25;9685;6;20;51;9891;Jonhy English;;nao;
Client860;0;18;5;1085;0;20;27;1227;Jonhy English;1204;sim;Room3
Client861;4;15;35;6695;4;20;38;6998;Jonhy English;6967;sim;Room3
Client862;0;16;26;986;0;20;49;1249;Jonhy English;1204;sim;Room3
Client863;6;15;50;9590;6;21;7;9907;Jonhy English;;nao;
Client864;5;15;49;8149;5;20;17;8417;Jonhy English;;nao;
Client865;4;17;21;6801;4;20;50;7010;Jonhy English;6967;sim;Room3
Client866;0;18;10;1090;0;21;56;1316;Jonhy English;1204;sim;Room3
Client867;2;16;29;3869;2;20;29;4109;Jonhy English;3869;sim;Room1
Client868;3;14;34;5194;3;21;1;5581;Jonhy English;5577;sim;Room2
Client869;1;15;38;2378;1;21;18;2718;Jonhy English;2472;sim;Room2
Client870;0;16;32;992;0;20;52;1252;Jonhy English;1204;sim;Room3
Client871;1;16;0;2400;1;19;41;2621;Jonhy English;2472;sim;Room2
Client872;4;17;29;6809;4;21;48;7068;Jonhy English;6967;sim;Room3
Client873;1;18;41;2561;1;22;44;2804;Jonhy English;2723;sim;Room1
Client874;6;16;2;9602;6;20;12;9852;Jonhy English;;nao;
Client875;0;20;1;1201;0;21;58;1318;Jonhy English;1204;sim;Room3
Client876;2;16;7;3847;2;19;32;4052;Jonhy English;3869;sim;Room1
Client877;6;14;33;9513;6;20;37;9877;Jonhy English;9567;sim;Room1
Client878;2;19;28;4048;2;22;1;4201;Jonhy English;4109;sim;Room3
Client879;3;16;5;5285;3;20;59;5579;Jonhy English;5577;sim;Room2
Client880;6;17;11;9671;6;23;0;10020;Jonhy English;9942;sim;Room3
Client881;6;16;22;9622;6;20;43;9883;Jonhy English;;nao;
Client882;6;15;56;9596;6;20;32;9872;Jonhy English;;nao;
Client883;1;16;20;2420;1;21;7;2707;Jonhy English;2472;sim;Room2
Client884;0;16;14;974;0;20;27;1227;Jonhy English;1204;sim;Room3
Client885;5;13;28;8008;5;19;54;8394;Jonhy English;8147;sim;Room1
Client886;2;20;44;4124;2;22;42;4242;Jonhy English;4124;sim;Room2
Client887;6;18;47;9767;6;22;29;9989;Jonhy English;9942;sim;Room3
Client888;6;19;8;9788;6;23;10;10030;Jonhy English;9942;sim;Room3
Client889;3;16;39;5319;3;19;54;5514;Jonhy English;;nao;
Client890;6;16;21;9621;6;20;41;9881;Jonhy English;;nao;
Client891;2;18;28;3988;2;20;59;4139;Jonhy English;4109;sim;Room3
Client892;0;17;15;1035;0;21;55;1315;Jonhy English;1204;sim;Room3
Client893;6;17;31;9691;6;21;58;9958;Jonhy English;9942;sim;Room3
Client894;1;15;29;2369;1;20;29;2669;Jonhy English;2472;sim;Room2
Client895;4;15;43;6703;4;20;1;6961;Jonhy English;6705;sim;Room2
Client896;1;15;8;2348;1;21;6;2706;Jonhy English;2472;sim;Room2
Client897;6;16;35;9635;6;20;25;9865;Jonhy English;;nao;
Client898;1;15;44;2384;1;20;58;2698;Jonhy English;2472;sim;Room2
Client899;0;17;39;1059;0;21;35;1295;Jonhy English;1204;sim;Room3
Client3;6;16;49;9649;6;20;47;9887;Star Wars;;nao;
Client9;5;16;8;8168;5;19;7;8347;Star Wars;8219;sim;Room3
Client8;6;15;55;9595;6;20;0;9840;Star Wars;9636;sim;Room3
Client1;5;14;35;8075;5;21;58;8518;Star Wars;8219;sim;Room3
Client5;6;16;31;9631;6;21;53;9953;Star Wars;9636;sim;Room3
Client0;4;17;50;6830;4;21;18;7038;Star Wars;;nao;
Client6;5;19;46;8386;5;21;11;8471;Star Wars;;nao;
Client4;0;15;30;930;0;19;26;1166;Star Wars;1030;sim;Room2
Client7;3;16;27;5307;3;20;58;5578;Star Wars;5456;sim;Room2
Client2;2;14;29;3749;2;20;27;4107;Star Wars;3965;sim;Room2
Client10;6;14;39;9519;6;19;51;9831;Star Wars;9636;sim;Room3
Client11;1;17;24;2484;1;21;4;2704;Star Wars;2491;sim;Room3
Client12;6;15;29;9569;6;20;43;9883;Star Wars;9636;sim;Room3
Client14;5;13;50;8030;5;19;41;8381;Star Wars;8219;sim;Room3
Client13;6;16;30;9630;6;20;19;9859;Star Wars;9636;sim;Room3
Client15;5;17;48;8268;5;22;22;8542;Star Wars;8335;sim;Room2
Client16;1;19;49;2629;1;21;59;2759;Star Wars;2728;sim;Room2
Client17;2;16;6;3846;2;20;29;4109;Star Wars;3965;sim;Room2
Client18;1;17;28;2488;1;21;48;2748;Star Wars;2491;sim;Room3
Client19;4;19;28;6928;4;21;16;7036;Star Wars;;nao;
Client20;2;19;20;4040;2;22;10;4210;Star Wars;4130;sim;Room2
Client21;0;14;51;891;0;20;50;1250;Star Wars;1030;sim;Room2
Client22;1;17;50;2510;1;20;36;2676;Star Wars;;nao;
Client23;1;14;17;2297;1;19;16;2596;Star Wars;2491;sim;Room3
Client24;6;19;50;9830;6;20;5;9845;Star Wars;;nao;
Client25;0;15;0;900;0;21;19;1279;Star Wars;1030;sim;Room2
Client26;6;18;22;9742;6;23;18;10038;Star Wars;9897;sim;Room2
Client27;4;15;56;6716;4;19;28;6928;Star Wars;;nao;
Client28;6;18;24;9744;6;21;27;9927;Star Wars;9897;sim;Room2
Client29;6;19;50;9830;6;22;32;9992;Star Wars;9897;sim;Room2
Client30;0;15;17;917;0;19;12;1152;Star Wars;1030;sim;Room2
Client31;5;15;55;8155;5;22;43;8563;Star Wars;8219;sim;Room3
Client32;6;18;24;9744;6;21;44;9944;Star Wars;9897;sim;Room2
Client33;6;17;22;9682;6;21;25;9925;Star Wars;9897;sim;Room2
Client34;5;16;36;8196;5;20;54;8454;Star Wars;8219;sim;Room3
Client35;3;18;56;5456;3;22;3;5643;Star Wars;5456;sim;Room2
Client36;3;18;36;5436;3;21;52;5632;Star Wars;5456;sim;Room2
Client37;5;17;28;8248;5;22;20;8540;Star Wars;8335;sim;Room2
Client38;5;15;44;8144;5;20;15;8415;Star Wars;8219;sim;Room3
Client39;0;17;53;1073;0;21;41;1301;Star Wars;1151;sim;Room2
Client40;6;11;2;9302;6;20;47;9887;Star Wars;9636;sim;Room3
Client41;5;14;22;8062;5;19;1;8341;Star Wars;8219;sim;Room3
Client42;4;18;2;6842;4;21;10;7030;Star Wars;;nao;
Client43;6;15;53;9593;6;19;32;9812;Star Wars;9636;sim;Room3
Client44;5;16;59;8219;5;22;11;8531;Star Wars;8219;sim;Room3
Client45;2;16;14;3854;2;20;52;4132;Star Wars;3965;sim;Room2
Client46;6;13;45;9465;6;21;10;9910;Star Wars;9636;sim;Room3
Client47;0;14;23;863;0;18;12;1092;Star Wars;1030;sim;Room2
Client48;1;20;28;2668;1;23;33;2853;Star Wars;2728;sim;Room2
Client49;5;17;24;8244;5;20;59;8459;Star Wars;8335;sim;Room2
Client50;0;15;13;913;0;20;38;1238;Star Wars;1030;sim;Room2
Client51;5;17;27;8247;5;22;0;8520;Star Wars;8335;sim;Room2
Client54;2;18;22;3982;2;21;5;4145;Star Wars;4130;sim;Room2
Client55;6;12;52;9412;6;20;45;9885;Star Wars;9636;sim;Room3
Client52;1;15;10;2350;1;20;31;2671;Star Wars;2491;sim;Room3
Client53;6;16;33;9633;6;20;37;9877;Star Wars;9636;sim;Room3
Client58;4;16;8;6728;4;21;52;7072;Star Wars;;nao;
Client56;4;15;44;6704;4;18;37;6877;Star Wars;6707;sim;Room3
Client57;0;17;25;1045;0;20;44;1244;Star Wars;1151;sim;Room2
Client59;0;18;41;1121;0;20;27;1227;Star Wars;1151;sim;Room2
Client60;4;16;4;6724;4;20;26;6986;Star Wars;;nao;
Client61;6;14;51;9531;6;21;35;9935;Star Wars;9636;sim;Room3
Client62;3;16;0;5280;3;22;20;5660;Star Wars;5456;sim;Room2
Client63;4;13;30;6570;4;18;25;6865;Star Wars;6707;sim;Room3
Client64;5;14;45;8085;5;20;15;8415;Star Wars;8219;sim;Room3
Client65;6;16;46;9646;6;21;40;9940;Star Wars;9897;sim;Room2
Client66;5;17;25;8245;5;21;45;8505;Star Wars;8335;sim;Room2
Client67;4;18;22;6862;4;21;39;7059;Star Wars;;nao;
Client68;3;15;52;5272;3;21;3;5583;Star Wars;5456;sim;Room2
Client69;4;15;18;6678;4;19;53;6953;Star Wars;6707;sim;Room3
Client70;4;16;52;6772;4;21;6;7026;Star Wars;;nao;
Client71;6;17;8;9668;6;20;31;9871;Star Wars;;nao;
Client72;5;16;25;8185;5;20;24;8424;Star Wars;8219;sim;Room3
Client73;2;20;42;4122;2;22;56;4256;Star Wars;4130;sim;Room2
Client74;3;18;19;5419;3;19;48;5508;Star Wars;5456;sim;Room2
Client75;4;17;18;6798;4;21;15;7035;Star Wars;;nao;
Client76;5;16;56;8216;5;21;38;8498;Star Wars;8219;sim;Room3
Client77;0;14;30;870;0;21;40;1300;Star Wars;1030;sim;Room2
Client78;4;17;28;6808;4;21;10;7030;Star Wars;;nao;
Client79;6;19;2;9782;6;20;14;9854;Star Wars;;nao;
Client80;6;9;26;9206;6;18;38;9758;Star Wars;9636;sim;Room3
Client81;4;20;58;7018;4;23;26;7166;Star Wars;7128;sim;Room2
Client82;5;16;36;8196;5;21;39;8499;Star Wars;8219;sim;Room3
Client83;4;17;49;6829;4;21;47;7067;Star Wars;;nao;
Client84;6;16;49;9649;6;21;9;9909;Star Wars;9897;sim;Room2
Client85;6;15;46;9586;6;20;14;9854;Star Wars;9636;sim;Room3
Client86;1;16;36;2436;1;20;41;2681;Star Wars;2491;sim;Room3
Client87;2;17;51;3951;2;21;27;4167;Star Wars;3965;sim;Room2
Client88;3;16;6;5286;3;19;42;5502;Star Wars;5456;sim;Room2
Client89;3;15;5;5225;3;19;29;5489;Star Wars;5456;sim;Room2
Client90;0;19;17;1157;0;20;42;1242;Star Wars;1187;sim;Room0
Client91;5;15;40;8140;5;19;8;8348;Star Wars;8219;sim;Room3
Client92;6;14;23;9503;6;17;47;9707;Star Wars;9636;sim;Room3
Client93;4;20;0;6960;4;21;39;7059;Star Wars;;nao;
Client94;6;17;9;9669;6;22;9;9969;Star Wars;9897;sim;Room2
Client95;1;20;38;2678;1;21;9;2709;Star Wars;;nao;
Client96;2;15;34;3814;2;19;41;4061;Star Wars;3965;sim;Room2
Client97;3;16;38;5318;3;20;9;5529;Star Wars;5456;sim;Room2
Client98;0;15;43;943;0;20;24;1224;Star Wars;1030;sim;Room2
Client99;3;19;12;5472;3;21;18;5598;Star Wars;;nao;
Client100;5;15;25;8125;5;19;50;8390;Star Wars;8219;sim;Room3
Client101;3;19;41;5501;3;20;37;5557;Star Wars;;nao;
Client102;4;14;59;6659;4;20;5;6965;Star Wars;6707;sim;Room3
Client103;0;18;54;1134;0;21;48;1308;Star Wars;1301;sim;Room3
Client104;4;14;59;6659;4;19;33;6933;Star Wars;6707;sim;Room3
Client105;4;18;46;6886;4;22;10;7090;Star Wars;;nao;
Client106;1;19;4;2584;1;21;28;2728;Star Wars;;nao;
Client108;5;15;25;8125;5;21;15;8475;Star Wars;8219;sim;Room3
Client107;2;18;33;3993;2;19;55;4075;Star Wars;4053;sim;Room2
Client109;4;17;50;6830;4;21;12;7032;Star Wars;;nao;
Client110;3;16;38;5318;3;20;6;5526;Star Wars;5456;sim;Room2
Client111;0;16;7;967;0;19;57;1197;Star Wars;1030;sim;Room2
Client112;0;16;33;993;0;19;53;1193;Star Wars;1030;sim;Room2
Client113;2;17;54;3954;2;21;38;4178;Star Wars;3965;sim;Room2
Client114;0;10;30;630;0;19;44;1184;Star Wars;1030;sim;Room2
Client115;3;16;48;5328;3;20;23;5543;Star Wars;5456;sim;Room2
Client116;4;16;44;6764;4;20;44;7004;Star Wars;;nao;
Client117;2;18;2;3962;2;18;14;3974;Star Wars;3965;sim;Room2
Client118;5;17;18;8238;5;22;40;8560;Star Wars;8335;sim;Room2
Client119;2;16;44;3884;2;20;43;4123;Star Wars;3965;sim;Room2
Client120;4;16;52;6772;4;19;59;6959;Star Wars;;nao;
Client121;5;18;25;8305;5;21;55;8515;Star Wars;8335;sim;Room2
Client122;2;18;16;3976;2;21;20;4160;Star Wars;4130;sim;Room2
Client123;4;15;34;6694;4;18;46;6886;Star Wars;6707;sim;Room3
Client124;4;20;13;6973;4;20;14;6974;Star Wars;;nao;
Client125;2;11;49;3589;2;20;40;4120;Star Wars;3965;sim;Room2
Client126;6;18;16;9736;6;21;15;9915;Star Wars;9897;sim;Room2
Client127;1;17;20;2480;1;22;10;2770;Star Wars;2491;sim;Room3
